v1,v2
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,Oooh bed ridden ey? What are YOU thinking of?
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
ham,I love to wine and dine my lady!
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,Can do lor...
ham,Ok ill tell the company
ham,Do u noe how 2 send files between 2 computers?
ham,"Sorry, I'll call later"
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,ALRITE
ham,A bloo bloo bloo I'll miss the first bowl
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
ham,Good morning princess! How are you?
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,Are you this much buzy
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,No chikku nt yet.. Ya i'm free
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,I can do that! I want to please you both inside and outside the bedroom...
ham,At home also.
ham,"Hurry up, I've been weed-deficient for like three days"
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Haf u eaten? Wat time u wan me 2 come?
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,Can you do a mag meeting this avo at some point?
ham,Networking job is there.
ham,Dear got bus directly to calicut
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
ham,Its worse if if uses half way then stops. Its better for him to complete it.
ham,Hi..i got the money da:)
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,Roger that. WeÛ÷re probably going to rem in about 20
ham,Cool. So how come you havent been wined and dined before?
ham,Yunny... I'm goin to be late
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,U 2.
ham,Ok set let u noe e details later...
ham,Thank u!
ham,am up to my eyes in philosophy
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham,Oh sorry please its over
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,You want to go? 
ham,Dai  &lt;#&gt;  naal eruku.
ham,How much r Ì_ willing to pay?
ham,Msg me when rajini comes.
ham,What not under standing.
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
ham,Come to medical college at 7pm ......forward it da
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,On ma way to school. Can you pls send me ashley's number
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
ham,And pls pls drink plenty plenty water
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,Thanx a lot...
ham,Pls send me your address sir.
ham,How come guoyang go n tell her? Then u told her?
ham,Ya srsly better than yi tho
ham,I am late. I will be there at
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,Ok lor...
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,No let me do the math. Your not good at it.
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,Gokila is talking with you aha:)
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,It took Mr owl 3 licks
ham,His bday real is in april .
ham,No calls..messages..missed calls
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
ham,Sorry da..today i wont come to play..i have driving clas..
ham,Anything lor. Juz both of us lor.
ham,So wat's da decision?
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
ham,I dunno lei... Like dun haf...
ham,Lovely smell on this bus and it ain't tobacco... 
ham,Lol ok your forgiven :)
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,"Sorry,in meeting I'll call later"
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,Hey mr whats the name of that bill brison book the one about language and words 
ham,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! "
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Aight sorry I take ten years to shower. What's the plan?
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
ham,Yes princess! I want to make you happy...
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
ham,Ill be at yours in about 3 mins but look out for me
ham,No. But we'll do medical missions to nigeria
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,Dont put your phone on silent mode ok
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,You getting back any time soon?
ham,Two fundamentals of cool life: \Walk
ham,You said not now. No problem. When you can. Let me know.
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
ham,Shant disturb u anymore... Jia you...
ham,Spoons it is then okay?
ham,\Keep ur problems in ur heart
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
ham,\Hey j! r u feeling any better
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,I'm reaching home in 5 min.
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
ham,Yup ok...
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,Short But Cute: \Be a good person
ham,I think steyn surely get one wicket:)
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,"Sorry, I'll call later"
ham,No need lar i go engin? Cos my sis at arts today...
ham,Xy trying smth now. U eat already? We havent...
ham,Da is good good player.why he is unsold.
ham,How much it will cost approx . Per month.
ham,New car and house for my parents.:)i have only new job in hand:)
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Please don't text me anymore. I have nothing else to say.
ham,Yo theres no class tmrw right?
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Ffffffffff. Alright no way I can meet up with you sooner?
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,K I'll take care of it
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,Sac will score big hundred.he is set batsman:-)
ham,Thanks for ve lovely wisheds. You rock
ham,The wine is flowing and i'm i have nevering..
ham,I cant pick the phone right now. Pls send a message
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,"Almost there, see u in a sec"
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,Ok...
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,We have all rounder:)so not required:)
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
ham,No need to say anything to me. I know i am an outsider
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
ham,Early bird! Any purchases yet?
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,U ned to convince him tht its not possible witot hurting his feeling its the main
ham,I can't make it tonight
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,2 laptop... I noe infra but too slow lar... I wan fast one
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
ham,Dear how is chechi. Did you talk to her
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,So that means you still think of teju
ham,Total video converter free download type this in google search:)
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
ham,Ok i shall talk to him
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,Wat's da model num of ur phone?
ham,We got a divorce. Lol. She.s here
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,Stupid.its not possible
ham,I had askd u a question some hours before. Its answer
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
ham,Ladies first and genus second k .
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,"Thanks, I'll keep that in mind"
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
spam,3. You have received your mobile content. Enjoy
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Ok i also wan 2 watch e 9 pm show...
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,But you were together so you should be thinkin about him
ham,In work now. Going have in few min.
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
ham,Ok lor...
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,I'm very happy for you babe ! Woo hoo party on dude!
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
ham,Ok... Ur typical reply...
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,"Haha, just what I was thinkin"
ham,I've got it down to a tea. not sure which flavour
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,"Yes, my reg is  Ciao!"
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl"
ham,I'm aight. Wat's happening on your side.
ham,I am waiting for your call sir.
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham,Your right! I'll make the appointment right now.
ham,Sorry i missed your call. Can you please call back.
ham,Hi. I'm always online on yahoo and would like to chat with you someday
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,"Alright, we're all set here, text the man"
ham,When Ì_ login dat time... Dad fetching Ì_ home now?
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,O was not into fps then.
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,What pa tell me.. I went to bath:-)
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,ÌÏ come lt 25 n pass to me lar
ham,Love you aathi..love u lot..
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Did u got that persons story
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
spam,88800 and 89034 are premium phone services call 08718711108
ham,What you need. You have a person to give na.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,Yes we are chatting too.
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,i dnt wnt to tlk wid u
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Oh k :)why you got job then whats up?
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,Okie...
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,WOT U UP 2 J?
ham,"Sure, I'll see if I can come by in a bit"
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,Moji i love you more than words. Have a rich day
ham,Ok...
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her"
ham,i thought we were doing a king of the hill thing there.
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,Me i'm not workin. Once i get job...
ham,"Sorry that took so long, omw now"
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham,hanks lotsly!
ham,Change again... It's e one next to escalator...
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Send me your resume:-)
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
ham,U buy newspapers already?
ham,What u talking bout early morning? It's almost noon where your at!
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
ham,Ok then i'll let him noe later n ask him call u tmr...
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,I'll reach in ard 20 mins ok...
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,I not free today i haf 2 pick my parents up tonite...
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"Not really dude, have no friends i'm afraid :("
ham,I.ll get there tomorrow and send it to you
ham,Oh is it! Which brand?
ham,"Nah, I'm a perpetual DD"
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,ÌÏ still attending da talks?
ham,Po de :-):):-):-):-). No need job aha.
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,"Well, I meant as opposed to my drunken night of before"
spam,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,Havent shopping now lor i juz arrive only
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
ham,I'll probably be around mu a lot
spam,You have 1 new message. Call 0207-083-6089
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
ham,Haha okay... Today weekend leh... 
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,Hey... Why dont we just go watch x men and have lunch... Haha 
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
ham,"alright, I'll make sure the car is back tonight"
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham,My drive can only be read. I need to write
ham,Ok lar... Joking wif u oni...
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,Hi where you. You in home or calicut?
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,Will Ì_ b going to esplanade fr home?
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Stupid.its not possible
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,Its normally hot mail. Com you see!
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
spam,You have 1 new message. Please call 08715205273
ham,I'll meet you in the lobby
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
ham,"Ok, be careful ! Don't text and drive !"
ham,I cant pick the phone right now. Pls send a message
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,No da. . Vijay going to talk in jaya tv
ham,Shall call now dear having food
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
ham,I'll be late...
ham,S:-)kallis wont play in first two odi:-)
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,So i'm doing a list of buyers.
ham,How much is torch in 9ja.
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub
ham,I think i've fixed it can you send a test message?
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham,You'll never believe this but i have actually got off at taunton. Wow
